dt,day,variation,users,retained,retention_rate,ci_lower,ci_upper
2024-12-17,1,None,9292,3200,0.3444,0.3347,0.354
2024-12-17,2,None,9292,2331,0.2509,0.242,0.2597
2024-12-17,3,None,9292,1961,0.211,0.2027,0.2193
2024-12-17,4,None,9292,1726,0.1858,0.1778,0.1937
2024-12-17,5,None,9292,1564,0.1683,0.1607,0.1759
2024-12-17,6,None,9292,1502,0.1616,0.1542,0.1691
2024-12-17,7,None,9292,1403,0.151,0.1437,0.1583
2024-12-17,8,None,9292,1324,0.1425,0.1354,0.1496
2024-12-17,9,None,9292,1399,0.1506,0.1433,0.1578
2024-12-17,10,None,9292,1380,0.1485,0.1413,0.1557
2024-12-17,11,None,9292,1279,0.1376,0.1306,0.1447
2024-12-17,12,None,9292,1190,0.1281,0.1213,0.1349
2024-12-17,13,None,9292,1216,0.1309,0.124,0.1377
2024-12-17,14,None,9292,1167,0.1256,0.1189,0.1323
2024-12-17,15,None,9292,1055,0.1135,0.1071,0.12
2024-12-17,1,None,9292,3200,0.3444,0.3347,0.354
2024-12-17,2,None,9292,2331,0.2509,0.242,0.2597
2024-12-17,3,None,9292,1961,0.211,0.2027,0.2193
2024-12-17,4,None,9292,1726,0.1858,0.1778,0.1937
2024-12-17,5,None,9292,1564,0.1683,0.1607,0.1759
2024-12-17,6,None,9292,1502,0.1616,0.1542,0.1691
2024-12-17,7,None,9292,1403,0.151,0.1437,0.1583
2024-12-17,8,None,9292,1324,0.1425,0.1354,0.1496
2024-12-17,9,None,9292,1399,0.1506,0.1433,0.1578
2024-12-17,10,None,9292,1380,0.1485,0.1413,0.1557
2024-12-17,11,None,9292,1279,0.1376,0.1306,0.1447
2024-12-17,12,None,9292,1190,0.1281,0.1213,0.1349
2024-12-17,13,None,9292,1216,0.1309,0.124,0.1377
2024-12-17,14,None,9292,1167,0.1256,0.1189,0.1323
2024-12-17,15,None,9292,1055,0.1135,0.1071,0.12
2024-12-17,1,None,9292,3200,0.3444,0.3347,0.354
2024-12-17,2,None,9292,2331,0.2509,0.242,0.2597
2024-12-17,3,None,9292,1961,0.211,0.2027,0.2193
2024-12-17,4,None,9292,1726,0.1858,0.1778,0.1937
2024-12-17,5,None,9292,1564,0.1683,0.1607,0.1759
2024-12-17,6,None,9292,1502,0.1616,0.1542,0.1691
2024-12-17,7,None,9292,1403,0.151,0.1437,0.1583
2024-12-17,8,None,9292,1324,0.1425,0.1354,0.1496
2024-12-17,9,None,9292,1399,0.1506,0.1433,0.1578
2024-12-17,10,None,9292,1380,0.1485,0.1413,0.1557
2024-12-17,11,None,9292,1279,0.1376,0.1306,0.1447
2024-12-17,12,None,9292,1190,0.1281,0.1213,0.1349
2024-12-17,13,None,9292,1216,0.1309,0.124,0.1377
2024-12-17,14,None,9292,1167,0.1256,0.1189,0.1323
2024-12-17,15,None,9292,1055,0.1135,0.1071,0.12
2024-12-17,1,None,9292,3200,0.3444,0.3347,0.354
2024-12-17,2,None,9292,2331,0.2509,0.242,0.2597
2024-12-17,3,None,9292,1961,0.211,0.2027,0.2193
2024-12-17,4,None,9292,1726,0.1858,0.1778,0.1937
2024-12-17,5,None,9292,1564,0.1683,0.1607,0.1759
2024-12-17,6,None,9292,1502,0.1616,0.1542,0.1691
2024-12-17,7,None,9292,1403,0.151,0.1437,0.1583
2024-12-17,8,None,9292,1324,0.1425,0.1354,0.1496
2024-12-17,9,None,9292,1399,0.1506,0.1433,0.1578
2024-12-17,10,None,9292,1380,0.1485,0.1413,0.1557
2024-12-17,11,None,9292,1279,0.1376,0.1306,0.1447
2024-12-17,12,None,9292,1190,0.1281,0.1213,0.1349
2024-12-17,13,None,9292,1216,0.1309,0.124,0.1377
2024-12-17,14,None,9292,1167,0.1256,0.1189,0.1323
2024-12-17,15,None,9292,1055,0.1135,0.1071,0.12
2024-12-17,1,None,9292,3200,0.3444,0.3347,0.354
2024-12-17,2,None,9292,2331,0.2509,0.242,0.2597
2024-12-17,3,None,9292,1961,0.211,0.2027,0.2193
2024-12-17,4,None,9292,1726,0.1858,0.1778,0.1937
2024-12-17,5,None,9292,1564,0.1683,0.1607,0.1759
2024-12-17,6,None,9292,1502,0.1616,0.1542,0.1691
2024-12-17,7,None,9292,1403,0.151,0.1437,0.1583
2024-12-17,8,None,9292,1324,0.1425,0.1354,0.1496
2024-12-17,9,None,9292,1399,0.1506,0.1433,0.1578
2024-12-17,10,None,9292,1380,0.1485,0.1413,0.1557
2024-12-17,11,None,9292,1279,0.1376,0.1306,0.1447
2024-12-17,12,None,9292,1190,0.1281,0.1213,0.1349
2024-12-17,13,None,9292,1216,0.1309,0.124,0.1377
2024-12-17,14,None,9292,1167,0.1256,0.1189,0.1323
2024-12-17,15,None,9292,1055,0.1135,0.1071,0.12
2024-12-17,1,None,9292,3200,0.3444,0.3347,0.354
2024-12-17,2,None,9292,2331,0.2509,0.242,0.2597
2024-12-17,3,None,9292,1961,0.211,0.2027,0.2193
2024-12-17,4,None,9292,1726,0.1858,0.1778,0.1937
2024-12-17,5,None,9292,1564,0.1683,0.1607,0.1759
2024-12-17,6,None,9292,1502,0.1616,0.1542,0.1691
2024-12-17,7,None,9292,1403,0.151,0.1437,0.1583
2024-12-17,8,None,9292,1324,0.1425,0.1354,0.1496
2024-12-17,9,None,9292,1399,0.1506,0.1433,0.1578
2024-12-17,10,None,9292,1380,0.1485,0.1413,0.1557
2024-12-17,11,None,9292,1279,0.1376,0.1306,0.1447
2024-12-17,12,None,9292,1190,0.1281,0.1213,0.1349
2024-12-17,13,None,9292,1216,0.1309,0.124,0.1377
2024-12-17,14,None,9292,1167,0.1256,0.1189,0.1323
2024-12-17,15,None,9292,1055,0.1135,0.1071,0.12
2024-12-17,1,None,9292,3200,0.3444,0.3347,0.354
2024-12-17,2,None,9292,2331,0.2509,0.242,0.2597
2024-12-17,3,None,9292,1961,0.211,0.2027,0.2193
2024-12-17,4,None,9292,1726,0.1858,0.1778,0.1937
2024-12-17,5,None,9292,1564,0.1683,0.1607,0.1759
2024-12-17,6,None,9292,1502,0.1616,0.1542,0.1691
2024-12-17,7,None,9292,1403,0.151,0.1437,0.1583
2024-12-17,8,None,9292,1324,0.1425,0.1354,0.1496
2024-12-17,9,None,9292,1399,0.1506,0.1433,0.1578
2024-12-17,10,None,9292,1380,0.1485,0.1413,0.1557
2024-12-17,11,None,9292,1279,0.1376,0.1306,0.1447
2024-12-17,12,None,9292,1190,0.1281,0.1213,0.1349
2024-12-17,13,None,9292,1216,0.1309,0.124,0.1377
2024-12-17,14,None,9292,1167,0.1256,0.1189,0.1323
2024-12-17,15,None,9292,1055,0.1135,0.1071,0.12
2024-12-17,1,0,461,279,0.6052,0.5606,0.6498
2024-12-17,2,0,461,209,0.4534,0.4079,0.4988
2024-12-17,3,0,461,163,0.3536,0.3099,0.3972
2024-12-17,4,0,461,144,0.3124,0.2701,0.3547
2024-12-17,5,0,461,139,0.3015,0.2596,0.3434
2024-12-17,6,0,461,124,0.269,0.2285,0.3095
2024-12-17,7,0,461,116,0.2516,0.212,0.2912
2024-12-17,8,0,461,107,0.2321,0.1936,0.2706
2024-12-17,9,0,461,109,0.2364,0.1977,0.2752
2024-12-17,10,0,461,103,0.2234,0.1854,0.2615
2024-12-17,11,0,461,94,0.2039,0.1671,0.2407
2024-12-17,12,0,461,87,0.1887,0.153,0.2244
2024-12-17,13,0,461,86,0.1866,0.151,0.2221
2024-12-17,14,0,461,87,0.1887,0.153,0.2244
2024-12-17,15,0,461,76,0.1649,0.131,0.1987
2024-12-17,1,0,461,279,0.6052,0.5606,0.6498
2024-12-17,2,0,461,209,0.4534,0.4079,0.4988
2024-12-17,3,0,461,163,0.3536,0.3099,0.3972
2024-12-17,4,0,461,144,0.3124,0.2701,0.3547
2024-12-17,5,0,461,139,0.3015,0.2596,0.3434
2024-12-17,6,0,461,124,0.269,0.2285,0.3095
2024-12-17,7,0,461,116,0.2516,0.212,0.2912
2024-12-17,8,0,461,107,0.2321,0.1936,0.2706
2024-12-17,9,0,461,109,0.2364,0.1977,0.2752
2024-12-17,10,0,461,103,0.2234,0.1854,0.2615
2024-12-17,11,0,461,94,0.2039,0.1671,0.2407
2024-12-17,12,0,461,87,0.1887,0.153,0.2244
2024-12-17,13,0,461,86,0.1866,0.151,0.2221
2024-12-17,14,0,461,87,0.1887,0.153,0.2244
2024-12-17,15,0,461,76,0.1649,0.131,0.1987
2024-12-17,1,0,461,279,0.6052,0.5606,0.6498
2024-12-17,2,0,461,209,0.4534,0.4079,0.4988
2024-12-17,3,0,461,163,0.3536,0.3099,0.3972
2024-12-17,4,0,461,144,0.3124,0.2701,0.3547
2024-12-17,5,0,461,139,0.3015,0.2596,0.3434
2024-12-17,6,0,461,124,0.269,0.2285,0.3095
2024-12-17,7,0,461,116,0.2516,0.212,0.2912
2024-12-17,8,0,461,107,0.2321,0.1936,0.2706
2024-12-17,9,0,461,109,0.2364,0.1977,0.2752
2024-12-17,10,0,461,103,0.2234,0.1854,0.2615
2024-12-17,11,0,461,94,0.2039,0.1671,0.2407
2024-12-17,12,0,461,87,0.1887,0.153,0.2244
2024-12-17,13,0,461,86,0.1866,0.151,0.2221
2024-12-17,14,0,461,87,0.1887,0.153,0.2244
2024-12-17,15,0,461,76,0.1649,0.131,0.1987
2024-12-17,1,0,461,279,0.6052,0.5606,0.6498
2024-12-17,2,0,461,209,0.4534,0.4079,0.4988
2024-12-17,3,0,461,163,0.3536,0.3099,0.3972
2024-12-17,4,0,461,144,0.3124,0.2701,0.3547
2024-12-17,5,0,461,139,0.3015,0.2596,0.3434
2024-12-17,6,0,461,124,0.269,0.2285,0.3095
2024-12-17,7,0,461,116,0.2516,0.212,0.2912
2024-12-17,8,0,461,107,0.2321,0.1936,0.2706
2024-12-17,9,0,461,109,0.2364,0.1977,0.2752
2024-12-17,10,0,461,103,0.2234,0.1854,0.2615
2024-12-17,11,0,461,94,0.2039,0.1671,0.2407
2024-12-17,12,0,461,87,0.1887,0.153,0.2244
2024-12-17,13,0,461,86,0.1866,0.151,0.2221
2024-12-17,14,0,461,87,0.1887,0.153,0.2244
2024-12-17,15,0,461,76,0.1649,0.131,0.1987
2024-12-17,1,0,461,279,0.6052,0.5606,0.6498
2024-12-17,2,0,461,209,0.4534,0.4079,0.4988
2024-12-17,3,0,461,163,0.3536,0.3099,0.3972
2024-12-17,4,0,461,144,0.3124,0.2701,0.3547
2024-12-17,5,0,461,139,0.3015,0.2596,0.3434
2024-12-17,6,0,461,124,0.269,0.2285,0.3095
2024-12-17,7,0,461,116,0.2516,0.212,0.2912
2024-12-17,8,0,461,107,0.2321,0.1936,0.2706
2024-12-17,9,0,461,109,0.2364,0.1977,0.2752
2024-12-17,10,0,461,103,0.2234,0.1854,0.2615
2024-12-17,11,0,461,94,0.2039,0.1671,0.2407
2024-12-17,12,0,461,87,0.1887,0.153,0.2244
2024-12-17,13,0,461,86,0.1866,0.151,0.2221
2024-12-17,14,0,461,87,0.1887,0.153,0.2244
2024-12-17,15,0,461,76,0.1649,0.131,0.1987
2024-12-17,1,0,461,279,0.6052,0.5606,0.6498
2024-12-17,2,0,461,209,0.4534,0.4079,0.4988
2024-12-17,3,0,461,163,0.3536,0.3099,0.3972
2024-12-17,4,0,461,144,0.3124,0.2701,0.3547
2024-12-17,5,0,461,139,0.3015,0.2596,0.3434
2024-12-17,6,0,461,124,0.269,0.2285,0.3095
2024-12-17,7,0,461,116,0.2516,0.212,0.2912
2024-12-17,8,0,461,107,0.2321,0.1936,0.2706
2024-12-17,9,0,461,109,0.2364,0.1977,0.2752
2024-12-17,10,0,461,103,0.2234,0.1854,0.2615
2024-12-17,11,0,461,94,0.2039,0.1671,0.2407
2024-12-17,12,0,461,87,0.1887,0.153,0.2244
2024-12-17,13,0,461,86,0.1866,0.151,0.2221
2024-12-17,14,0,461,87,0.1887,0.153,0.2244
2024-12-17,15,0,461,76,0.1649,0.131,0.1987
2024-12-17,1,0,461,279,0.6052,0.5606,0.6498
2024-12-17,2,0,461,209,0.4534,0.4079,0.4988
2024-12-17,3,0,461,163,0.3536,0.3099,0.3972
2024-12-17,4,0,461,144,0.3124,0.2701,0.3547
2024-12-17,5,0,461,139,0.3015,0.2596,0.3434
2024-12-17,6,0,461,124,0.269,0.2285,0.3095
2024-12-17,7,0,461,116,0.2516,0.212,0.2912
2024-12-17,8,0,461,107,0.2321,0.1936,0.2706
2024-12-17,9,0,461,109,0.2364,0.1977,0.2752
2024-12-17,10,0,461,103,0.2234,0.1854,0.2615
2024-12-17,11,0,461,94,0.2039,0.1671,0.2407
2024-12-17,12,0,461,87,0.1887,0.153,0.2244
2024-12-17,13,0,461,86,0.1866,0.151,0.2221
2024-12-17,14,0,461,87,0.1887,0.153,0.2244
2024-12-17,15,0,461,76,0.1649,0.131,0.1987
2024-12-17,1,1,464,243,0.5237,0.4783,0.5692
2024-12-17,2,1,464,181,0.3901,0.3457,0.4345
2024-12-17,3,1,464,155,0.3341,0.2911,0.377
2024-12-17,4,1,464,133,0.2866,0.2455,0.3278
2024-12-17,5,1,464,128,0.2759,0.2352,0.3165
2024-12-17,6,1,464,125,0.2694,0.229,0.3098
2024-12-17,7,1,464,120,0.2586,0.2188,0.2985
2024-12-17,8,1,464,101,0.2177,0.1801,0.2552
2024-12-17,9,1,464,107,0.2306,0.1923,0.2689
2024-12-17,10,1,464,97,0.2091,0.1721,0.2461
2024-12-17,11,1,464,115,0.2478,0.2086,0.2871
2024-12-17,12,1,464,97,0.2091,0.1721,0.2461
2024-12-17,13,1,464,95,0.2047,0.168,0.2415
2024-12-17,14,1,464,85,0.1832,0.148,0.2184
2024-12-17,15,1,464,78,0.1681,0.1341,0.2021
2024-12-17,1,1,464,243,0.5237,0.4783,0.5692
2024-12-17,2,1,464,181,0.3901,0.3457,0.4345
2024-12-17,3,1,464,155,0.3341,0.2911,0.377
2024-12-17,4,1,464,133,0.2866,0.2455,0.3278
2024-12-17,5,1,464,128,0.2759,0.2352,0.3165
2024-12-17,6,1,464,125,0.2694,0.229,0.3098
2024-12-17,7,1,464,120,0.2586,0.2188,0.2985
2024-12-17,8,1,464,101,0.2177,0.1801,0.2552
2024-12-17,9,1,464,107,0.2306,0.1923,0.2689
2024-12-17,10,1,464,97,0.2091,0.1721,0.2461
2024-12-17,11,1,464,115,0.2478,0.2086,0.2871
2024-12-17,12,1,464,97,0.2091,0.1721,0.2461
2024-12-17,13,1,464,95,0.2047,0.168,0.2415
2024-12-17,14,1,464,85,0.1832,0.148,0.2184
2024-12-17,15,1,464,78,0.1681,0.1341,0.2021
2024-12-17,1,1,464,243,0.5237,0.4783,0.5692
2024-12-17,2,1,464,181,0.3901,0.3457,0.4345
2024-12-17,3,1,464,155,0.3341,0.2911,0.377
2024-12-17,4,1,464,133,0.2866,0.2455,0.3278
2024-12-17,5,1,464,128,0.2759,0.2352,0.3165
2024-12-17,6,1,464,125,0.2694,0.229,0.3098
2024-12-17,7,1,464,120,0.2586,0.2188,0.2985
2024-12-17,8,1,464,101,0.2177,0.1801,0.2552
2024-12-17,9,1,464,107,0.2306,0.1923,0.2689
2024-12-17,10,1,464,97,0.2091,0.1721,0.2461
2024-12-17,11,1,464,115,0.2478,0.2086,0.2871
2024-12-17,12,1,464,97,0.2091,0.1721,0.2461
2024-12-17,13,1,464,95,0.2047,0.168,0.2415
2024-12-17,14,1,464,85,0.1832,0.148,0.2184
2024-12-17,15,1,464,78,0.1681,0.1341,0.2021
2024-12-17,1,1,464,243,0.5237,0.4783,0.5692
2024-12-17,2,1,464,181,0.3901,0.3457,0.4345
2024-12-17,3,1,464,155,0.3341,0.2911,0.377
2024-12-17,4,1,464,133,0.2866,0.2455,0.3278
2024-12-17,5,1,464,128,0.2759,0.2352,0.3165
2024-12-17,6,1,464,125,0.2694,0.229,0.3098
2024-12-17,7,1,464,120,0.2586,0.2188,0.2985
2024-12-17,8,1,464,101,0.2177,0.1801,0.2552
2024-12-17,9,1,464,107,0.2306,0.1923,0.2689
2024-12-17,10,1,464,97,0.2091,0.1721,0.2461
2024-12-17,11,1,464,115,0.2478,0.2086,0.2871
2024-12-17,12,1,464,97,0.2091,0.1721,0.2461
2024-12-17,13,1,464,95,0.2047,0.168,0.2415
2024-12-17,14,1,464,85,0.1832,0.148,0.2184
2024-12-17,15,1,464,78,0.1681,0.1341,0.2021
2024-12-17,1,1,464,243,0.5237,0.4783,0.5692
2024-12-17,2,1,464,181,0.3901,0.3457,0.4345
2024-12-17,3,1,464,155,0.3341,0.2911,0.377
2024-12-17,4,1,464,133,0.2866,0.2455,0.3278
2024-12-17,5,1,464,128,0.2759,0.2352,0.3165
2024-12-17,6,1,464,125,0.2694,0.229,0.3098
2024-12-17,7,1,464,120,0.2586,0.2188,0.2985
2024-12-17,8,1,464,101,0.2177,0.1801,0.2552
2024-12-17,9,1,464,107,0.2306,0.1923,0.2689
2024-12-17,10,1,464,97,0.2091,0.1721,0.2461
2024-12-17,11,1,464,115,0.2478,0.2086,0.2871
2024-12-17,12,1,464,97,0.2091,0.1721,0.2461
2024-12-17,13,1,464,95,0.2047,0.168,0.2415
2024-12-17,14,1,464,85,0.1832,0.148,0.2184
2024-12-17,15,1,464,78,0.1681,0.1341,0.2021
2024-12-17,1,1,464,243,0.5237,0.4783,0.5692
2024-12-17,2,1,464,181,0.3901,0.3457,0.4345
2024-12-17,3,1,464,155,0.3341,0.2911,0.377
2024-12-17,4,1,464,133,0.2866,0.2455,0.3278
2024-12-17,5,1,464,128,0.2759,0.2352,0.3165
2024-12-17,6,1,464,125,0.2694,0.229,0.3098
2024-12-17,7,1,464,120,0.2586,0.2188,0.2985
2024-12-17,8,1,464,101,0.2177,0.1801,0.2552
2024-12-17,9,1,464,107,0.2306,0.1923,0.2689
2024-12-17,10,1,464,97,0.2091,0.1721,0.2461
2024-12-17,11,1,464,115,0.2478,0.2086,0.2871
2024-12-17,12,1,464,97,0.2091,0.1721,0.2461
2024-12-17,13,1,464,95,0.2047,0.168,0.2415
2024-12-17,14,1,464,85,0.1832,0.148,0.2184
2024-12-17,15,1,464,78,0.1681,0.1341,0.2021
2024-12-17,1,1,464,243,0.5237,0.4783,0.5692
2024-12-17,2,1,464,181,0.3901,0.3457,0.4345
2024-12-17,3,1,464,155,0.3341,0.2911,0.377
2024-12-17,4,1,464,133,0.2866,0.2455,0.3278
2024-12-17,5,1,464,128,0.2759,0.2352,0.3165
2024-12-17,6,1,464,125,0.2694,0.229,0.3098
2024-12-17,7,1,464,120,0.2586,0.2188,0.2985
2024-12-17,8,1,464,101,0.2177,0.1801,0.2552
2024-12-17,9,1,464,107,0.2306,0.1923,0.2689
2024-12-17,10,1,464,97,0.2091,0.1721,0.2461
2024-12-17,11,1,464,115,0.2478,0.2086,0.2871
2024-12-17,12,1,464,97,0.2091,0.1721,0.2461
2024-12-17,13,1,464,95,0.2047,0.168,0.2415
2024-12-17,14,1,464,85,0.1832,0.148,0.2184
2024-12-17,15,1,464,78,0.1681,0.1341,0.2021
2024-12-17,1,2,458,270,0.5895,0.5445,0.6346
2024-12-17,2,2,458,190,0.4148,0.3697,0.46
2024-12-17,3,2,458,158,0.345,0.3014,0.3885
2024-12-17,4,2,458,140,0.3057,0.2635,0.3479
2024-12-17,5,2,458,132,0.2882,0.2467,0.3297
2024-12-17,6,2,458,113,0.2467,0.2072,0.2862
2024-12-17,7,2,458,108,0.2358,0.1969,0.2747
2024-12-17,8,2,458,104,0.2271,0.1887,0.2654
2024-12-17,9,2,458,106,0.2314,0.1928,0.2701
2024-12-17,10,2,458,108,0.2358,0.1969,0.2747
2024-12-17,11,2,458,87,0.19,0.154,0.2259
2024-12-17,12,2,458,85,0.1856,0.15,0.2212
2024-12-17,13,2,458,92,0.2009,0.1642,0.2376
2024-12-17,14,2,458,84,0.1834,0.148,0.2188
2024-12-17,15,2,458,71,0.155,0.1219,0.1882
2024-12-17,1,2,458,270,0.5895,0.5445,0.6346
2024-12-17,2,2,458,190,0.4148,0.3697,0.46
2024-12-17,3,2,458,158,0.345,0.3014,0.3885
2024-12-17,4,2,458,140,0.3057,0.2635,0.3479
2024-12-17,5,2,458,132,0.2882,0.2467,0.3297
2024-12-17,6,2,458,113,0.2467,0.2072,0.2862
2024-12-17,7,2,458,108,0.2358,0.1969,0.2747
2024-12-17,8,2,458,104,0.2271,0.1887,0.2654
2024-12-17,9,2,458,106,0.2314,0.1928,0.2701
2024-12-17,10,2,458,108,0.2358,0.1969,0.2747
2024-12-17,11,2,458,87,0.19,0.154,0.2259
2024-12-17,12,2,458,85,0.1856,0.15,0.2212
2024-12-17,13,2,458,92,0.2009,0.1642,0.2376
2024-12-17,14,2,458,84,0.1834,0.148,0.2188
2024-12-17,15,2,458,71,0.155,0.1219,0.1882
2024-12-17,1,2,458,270,0.5895,0.5445,0.6346
2024-12-17,2,2,458,190,0.4148,0.3697,0.46
2024-12-17,3,2,458,158,0.345,0.3014,0.3885
2024-12-17,4,2,458,140,0.3057,0.2635,0.3479
2024-12-17,5,2,458,132,0.2882,0.2467,0.3297
2024-12-17,6,2,458,113,0.2467,0.2072,0.2862
2024-12-17,7,2,458,108,0.2358,0.1969,0.2747
2024-12-17,8,2,458,104,0.2271,0.1887,0.2654
2024-12-17,9,2,458,106,0.2314,0.1928,0.2701
2024-12-17,10,2,458,108,0.2358,0.1969,0.2747
2024-12-17,11,2,458,87,0.19,0.154,0.2259
2024-12-17,12,2,458,85,0.1856,0.15,0.2212
2024-12-17,13,2,458,92,0.2009,0.1642,0.2376
2024-12-17,14,2,458,84,0.1834,0.148,0.2188
2024-12-17,15,2,458,71,0.155,0.1219,0.1882
2024-12-17,1,2,458,270,0.5895,0.5445,0.6346
2024-12-17,2,2,458,190,0.4148,0.3697,0.46
2024-12-17,3,2,458,158,0.345,0.3014,0.3885
2024-12-17,4,2,458,140,0.3057,0.2635,0.3479
2024-12-17,5,2,458,132,0.2882,0.2467,0.3297
2024-12-17,6,2,458,113,0.2467,0.2072,0.2862
2024-12-17,7,2,458,108,0.2358,0.1969,0.2747
2024-12-17,8,2,458,104,0.2271,0.1887,0.2654
2024-12-17,9,2,458,106,0.2314,0.1928,0.2701
2024-12-17,10,2,458,108,0.2358,0.1969,0.2747
2024-12-17,11,2,458,87,0.19,0.154,0.2259
2024-12-17,12,2,458,85,0.1856,0.15,0.2212
2024-12-17,13,2,458,92,0.2009,0.1642,0.2376
2024-12-17,14,2,458,84,0.1834,0.148,0.2188
2024-12-17,15,2,458,71,0.155,0.1219,0.1882
2024-12-17,1,2,458,270,0.5895,0.5445,0.6346
2024-12-17,2,2,458,190,0.4148,0.3697,0.46
2024-12-17,3,2,458,158,0.345,0.3014,0.3885
2024-12-17,4,2,458,140,0.3057,0.2635,0.3479
2024-12-17,5,2,458,132,0.2882,0.2467,0.3297
2024-12-17,6,2,458,113,0.2467,0.2072,0.2862
2024-12-17,7,2,458,108,0.2358,0.1969,0.2747
2024-12-17,8,2,458,104,0.2271,0.1887,0.2654
2024-12-17,9,2,458,106,0.2314,0.1928,0.2701
2024-12-17,10,2,458,108,0.2358,0.1969,0.2747
2024-12-17,11,2,458,87,0.19,0.154,0.2259
2024-12-17,12,2,458,85,0.1856,0.15,0.2212
2024-12-17,13,2,458,92,0.2009,0.1642,0.2376
2024-12-17,14,2,458,84,0.1834,0.148,0.2188
2024-12-17,15,2,458,71,0.155,0.1219,0.1882
2024-12-17,1,2,458,270,0.5895,0.5445,0.6346
2024-12-17,2,2,458,190,0.4148,0.3697,0.46
2024-12-17,3,2,458,158,0.345,0.3014,0.3885
2024-12-17,4,2,458,140,0.3057,0.2635,0.3479
2024-12-17,5,2,458,132,0.2882,0.2467,0.3297
2024-12-17,6,2,458,113,0.2467,0.2072,0.2862
2024-12-17,7,2,458,108,0.2358,0.1969,0.2747
2024-12-17,8,2,458,104,0.2271,0.1887,0.2654
2024-12-17,9,2,458,106,0.2314,0.1928,0.2701
2024-12-17,10,2,458,108,0.2358,0.1969,0.2747
2024-12-17,11,2,458,87,0.19,0.154,0.2259
2024-12-17,12,2,458,85,0.1856,0.15,0.2212
2024-12-17,13,2,458,92,0.2009,0.1642,0.2376
2024-12-17,14,2,458,84,0.1834,0.148,0.2188
2024-12-17,15,2,458,71,0.155,0.1219,0.1882
2024-12-17,1,2,458,270,0.5895,0.5445,0.6346
2024-12-17,2,2,458,190,0.4148,0.3697,0.46
2024-12-17,3,2,458,158,0.345,0.3014,0.3885
2024-12-17,4,2,458,140,0.3057,0.2635,0.3479
2024-12-17,5,2,458,132,0.2882,0.2467,0.3297
2024-12-17,6,2,458,113,0.2467,0.2072,0.2862
2024-12-17,7,2,458,108,0.2358,0.1969,0.2747
2024-12-17,8,2,458,104,0.2271,0.1887,0.2654
2024-12-17,9,2,458,106,0.2314,0.1928,0.2701
2024-12-17,10,2,458,108,0.2358,0.1969,0.2747
2024-12-17,11,2,458,87,0.19,0.154,0.2259
2024-12-17,12,2,458,85,0.1856,0.15,0.2212
2024-12-17,13,2,458,92,0.2009,0.1642,0.2376
2024-12-17,14,2,458,84,0.1834,0.148,0.2188
2024-12-17,15,2,458,71,0.155,0.1219,0.1882
2024-12-17,1,3,440,253,0.575,0.5288,0.6212
2024-12-17,2,3,440,180,0.4091,0.3631,0.455
2024-12-17,3,3,440,157,0.3568,0.3121,0.4016
2024-12-17,4,3,440,139,0.3159,0.2725,0.3593
2024-12-17,5,3,440,137,0.3114,0.2681,0.3546
2024-12-17,6,3,440,114,0.2591,0.2182,0.3
2024-12-17,7,3,440,108,0.2455,0.2052,0.2857
2024-12-17,8,3,440,100,0.2273,0.1881,0.2664
2024-12-17,9,3,440,111,0.2523,0.2117,0.2929
2024-12-17,10,3,440,109,0.2477,0.2074,0.2881
2024-12-17,11,3,440,102,0.2318,0.1924,0.2712
2024-12-17,12,3,440,106,0.2409,0.201,0.2809
2024-12-17,13,3,440,97,0.2205,0.1817,0.2592
2024-12-17,14,3,440,88,0.2,0.1626,0.2374
2024-12-17,15,3,440,82,0.1864,0.15,0.2227
2024-12-17,1,3,440,253,0.575,0.5288,0.6212
2024-12-17,2,3,440,180,0.4091,0.3631,0.455
2024-12-17,3,3,440,157,0.3568,0.3121,0.4016
2024-12-17,4,3,440,139,0.3159,0.2725,0.3593
2024-12-17,5,3,440,137,0.3114,0.2681,0.3546
2024-12-17,6,3,440,114,0.2591,0.2182,0.3
2024-12-17,7,3,440,108,0.2455,0.2052,0.2857
2024-12-17,8,3,440,100,0.2273,0.1881,0.2664
2024-12-17,9,3,440,111,0.2523,0.2117,0.2929
2024-12-17,10,3,440,109,0.2477,0.2074,0.2881
2024-12-17,11,3,440,102,0.2318,0.1924,0.2712
2024-12-17,12,3,440,106,0.2409,0.201,0.2809
2024-12-17,13,3,440,97,0.2205,0.1817,0.2592
2024-12-17,14,3,440,88,0.2,0.1626,0.2374
2024-12-17,15,3,440,82,0.1864,0.15,0.2227
2024-12-17,1,3,440,253,0.575,0.5288,0.6212
2024-12-17,2,3,440,180,0.4091,0.3631,0.455
2024-12-17,3,3,440,157,0.3568,0.3121,0.4016
2024-12-17,4,3,440,139,0.3159,0.2725,0.3593
2024-12-17,5,3,440,137,0.3114,0.2681,0.3546
2024-12-17,6,3,440,114,0.2591,0.2182,0.3
2024-12-17,7,3,440,108,0.2455,0.2052,0.2857
2024-12-17,8,3,440,100,0.2273,0.1881,0.2664
2024-12-17,9,3,440,111,0.2523,0.2117,0.2929
2024-12-17,10,3,440,109,0.2477,0.2074,0.2881
2024-12-17,11,3,440,102,0.2318,0.1924,0.2712
2024-12-17,12,3,440,106,0.2409,0.201,0.2809
2024-12-17,13,3,440,97,0.2205,0.1817,0.2592
2024-12-17,14,3,440,88,0.2,0.1626,0.2374
